transaction_id,customer_id,product_id,product_name,category,price,quantity,total_amount,timestamp,region,payment_method
TXN_000104,CUST_3621,PROD_748,Smart Watch,Mobile,259.2,3,777.5999999999999,2024-08-25 20:44:00,Europe,paypal
TXN_000105,CUST_7916,PROD_554,Bluetooth Speaker,Mobile,454.71,1,454.71,2024-07-13 12:00:00,Asia,google_pay
TXN_000106,CUST_2040,PROD_615,Bluetooth Speaker,Audio,132.15,3,396.45000000000005,2024-05-31 10:26:00,South America,apple_pay
TXN_000107,CUST_7304,PROD_695,Laptop,Mobile,211.09,1,211.09,2024-10-07 18:53:00,Asia,credit_card
TXN_000108,CUST_7252,PROD_925,Wireless Headphones,Computing,380.22,4,1520.88,2024-04-28 18:05:00,Africa,apple_pay
TXN_000109,CUST_8668,PROD_133,Keyboard,Electronics,122.11,4,488.44,2024-02-20 12:43:00,North America,credit_card
TXN_000110,CUST_9669,PROD_783,Bluetooth Speaker,Mobile,47.72,4,190.88,2024-06-07 11:28:00,North America,credit_card
TXN_000111,CUST_5119,PROD_396,Laptop,Accessories,151.98,2,303.96,2024-11-30 12:31:00,South America,credit_card
TXN_000112,CUST_1188,PROD_972,Gaming Mouse,Electronics,89.0,2,178.0,2024-12-07 14:48:00,North America,apple_pay
TXN_000113,CUST_2876,PROD_530,Gaming Mouse,Computing,465.55,1,465.55,2024-07-23 11:52:00,Africa,google_pay
TXN_000114,CUST_9797,PROD_316,Gaming Mouse,Mobile,405.98,2,811.96,2024-08-30 23:27:00,Asia,apple_pay
TXN_000115,CUST_5371,PROD_328,Bluetooth Speaker,Computing,320.37,4,1281.48,2024-07-16 12:55:00,South America,apple_pay
TXN_000116,CUST_6573,PROD_895,Keyboard,Accessories,437.02,2,874.04,2024-05-08 15:25:00,Africa,google_pay
TXN_000117,CUST_2827,PROD_565,Smart Watch,Audio,403.8,2,807.6,2024-01-24 17:22:00,North America,apple_pay
TXN_000118,CUST_5808,PROD_664,Bluetooth Speaker,Audio,101.42,3,304.26,2024-03-05 00:32:00,Africa,google_pay
TXN_000119,CUST_8123,PROD_490,Laptop,Computing,447.35,1,447.35,2024-12-09 23:59:00,Europe,debit_card
TXN_000120,CUST_3591,PROD_217,Tablet,Mobile,274.28,1,274.28,2024-06-24 20:08:00,Europe,google_pay
TXN_000121,CUST_8433,PROD_300,Gaming Mouse,Audio,405.65,1,405.65,2024-10-27 13:19:00,Europe,debit_card
TXN_000122,CUST_1053,PROD_976,Phone Case,Audio,449.08,2,898.16,2024-06-17 10:59:00,Europe,paypal
TXN_000123,CUST_5315,PROD_580,Laptop,Electronics,165.82,4,663.28,2024-04-04 02:31:00,Asia,google_pay
TXN_000124,CUST_9201,PROD_227,Tablet,Accessories,63.93,3,191.79,2024-07-05 01:18:00,Asia,apple_pay
TXN_000125,CUST_3927,PROD_459,Smart Watch,Audio,121.69,1,121.69,2024-10-20 19:34:00,Africa,debit_card
TXN_000126,CUST_9317,PROD_912,Bluetooth Speaker,Computing,219.28,2,438.56,2024-09-22 15:33:00,Asia,debit_card
TXN_000127,CUST_2743,PROD_575,Wireless Headphones,Audio,410.83,4,1643.32,2024-03-09 18:35:00,Asia,paypal
TXN_000128,CUST_5889,PROD_522,Bluetooth Speaker,Accessories,431.76,3,1295.28,2024-09-13 15:09:00,South America,paypal
TXN_000129,CUST_9317,PROD_940,Phone Case,Electronics,13.41,3,40.230000000000004,2024-08-27 11:19:00,Asia,debit_card
TXN_000130,CUST_4258,PROD_760,Laptop,Accessories,260.27,1,260.27,2024-05-21 04:10:00,Africa,apple_pay
TXN_000131,CUST_3504,PROD_820,Phone Case,Audio,214.53,1,214.53,2024-01-03 13:04:00,Asia,google_pay
TXN_000132,CUST_7126,PROD_903,Smart Watch,Accessories,118.83,4,475.32,2024-12-17 22:35:00,Africa,debit_card
TXN_000133,CUST_3646,PROD_858,Laptop,Computing,68.73,2,137.46,2024-07-04 22:02:00,Asia,google_pay
TXN_000134,CUST_9837,PROD_505,Phone Case,Computing,175.43,4,701.72,2024-07-31 19:10:00,South America,paypal
TXN_000135,CUST_9689,PROD_107,Bluetooth Speaker,Computing,472.03,1,472.03,2024-10-31 17:29:00,Africa,credit_card
TXN_000136,CUST_1009,PROD_483,Laptop,Accessories,168.37,4,673.48,2024-12-13 07:41:00,Asia,paypal
TXN_000137,CUST_6310,PROD_900,Gaming Mouse,Mobile,264.21,2,528.42,2024-09-26 13:50:00,Asia,apple_pay
TXN_000138,CUST_9005,PROD_329,Gaming Mouse,Computing,354.48,3,1063.44,2024-12-17 08:02:00,Asia,debit_card
TXN_000139,CUST_1319,PROD_619,Wireless Headphones,Audio,188.18,3,564.54,2024-02-01 12:51:00,North America,google_pay
TXN_000140,CUST_2832,PROD_390,Gaming Mouse,Mobile,486.17,3,1458.51,2024-09-02 04:19:00,Asia,debit_card
TXN_000141,CUST_6947,PROD_374,Wireless Headphones,Mobile,481.6,3,1444.8000000000002,2024-07-31 13:12:00,Europe,apple_pay
TXN_000142,CUST_6038,PROD_774,Keyboard,Audio,133.37,1,133.37,2024-10-26 01:15:00,North America,google_pay
TXN_000143,CUST_4923,PROD_370,Laptop,Accessories,253.65,1,253.65,2024-03-24 02:16:00,Asia,paypal
TXN_000144,CUST_1949,PROD_414,Gaming Mouse,Accessories,157.43,2,314.86,2024-05-06 01:12:00,South America,apple_pay
TXN_000145,CUST_4946,PROD_958,Smart Watch,Electronics,149.57,2,299.14,2024-02-15 17:44:00,Europe,apple_pay
TXN_000146,CUST_2290,PROD_914,Keyboard,Mobile,28.07,2,56.14,2024-04-07 18:52:00,Africa,paypal
TXN_000147,CUST_2403,PROD_524,Gaming Mouse,Electronics,308.69,2,617.38,2024-05-02 07:52:00,Africa,credit_card
TXN_000148,CUST_8962,PROD_789,Wireless Headphones,Accessories,256.31,4,1025.24,2024-01-11 02:06:00,North America,apple_pay
TXN_000149,CUST_2133,PROD_347,Keyboard,Accessories,35.22,2,70.44,2024-02-27 16:16:00,Asia,debit_card
TXN_000150,CUST_9727,PROD_104,Laptop,Accessories,146.54,3,439.62,2024-12-08 00:25:00,Europe,debit_card
TXN_000151,CUST_3060,PROD_524,Phone Case,Computing,455.05,3,1365.15,2024-06-30 08:32:00,South America,debit_card
TXN_000152,CUST_3103,PROD_133,Bluetooth Speaker,Audio,127.39,3,382.17,2024-09-29 10:21:00,North America,apple_pay
TXN_000153,CUST_8787,PROD_115,Phone Case,Audio,81.0,4,324.0,2024-09-24 15:20:00,South America,credit_card
TXN_000154,CUST_3705,PROD_126,Phone Case,Electronics,249.83,2,499.66,2024-07-09 04:44:00,North America,credit_card
TXN_000155,CUST_5342,PROD_257,Tablet,Audio,492.97,3,1478.91,2024-05-28 11:09:00,Europe,credit_card
TXN_000156,CUST_9645,PROD_909,Tablet,Electronics,128.61,3,385.83000000000004,2024-10-18 12:06:00,Europe,apple_pay
TXN_000157,CUST_7932,PROD_483,Phone Case,Audio,339.35,3,1018.0500000000001,2024-06-24 02:17:00,Africa,google_pay
TXN_000158,CUST_4470,PROD_960,Laptop,Accessories,383.19,3,1149.57,2024-04-08 13:38:00,North America,apple_pay
TXN_000159,CUST_9835,PROD_936,Wireless Headphones,Electronics,126.44,1,126.44,2024-08-22 08:22:00,Asia,apple_pay
TXN_000160,CUST_4295,PROD_631,Bluetooth Speaker,Audio,366.83,2,733.66,2024-08-20 22:33:00,Europe,apple_pay
TXN_000161,CUST_6107,PROD_939,Wireless Headphones,Computing,190.21,2,380.42,2024-04-18 10:04:00,Africa,credit_card
TXN_000162,CUST_7537,PROD_859,Tablet,Computing,319.83,4,1279.32,2024-08-19 18:56:00,Europe,paypal
TXN_000163,CUST_7118,PROD_714,Gaming Mouse,Computing,320.43,1,320.43,2024-10-06 06:41:00,South America,debit_card
TXN_000164,CUST_8177,PROD_425,Smart Watch,Audio,272.53,4,1090.12,2024-09-13 14:45:00,South America,paypal
TXN_000165,CUST_9479,PROD_443,Laptop,Audio,54.24,3,162.72,2024-02-15 21:15:00,Asia,paypal
TXN_000166,CUST_8397,PROD_274,Gaming Mouse,Audio,419.3,4,1677.2,2024-06-17 11:25:00,South America,credit_card
TXN_000167,CUST_2982,PROD_685,Tablet,Accessories,167.18,3,501.54,2024-08-05 19:27:00,North America,debit_card
TXN_000168,CUST_5061,PROD_540,Wireless Headphones,Audio,101.39,3,304.17,2024-05-06 21:13:00,Europe,paypal
TXN_000169,CUST_4681,PROD_347,Laptop,Accessories,29.98,2,59.96,2024-10-04 22:51:00,Europe,google_pay
TXN_000170,CUST_2049,PROD_669,Gaming Mouse,Audio,299.54,2,599.08,2024-10-21 11:45:00,Africa,credit_card
TXN_000171,CUST_6539,PROD_500,Tablet,Accessories,342.01,2,684.02,2024-10-02 13:42:00,Asia,apple_pay
TXN_000172,CUST_1344,PROD_297,Laptop,Audio,18.13,2,36.26,2024-05-08 02:29:00,Asia,paypal
TXN_000173,CUST_4770,PROD_731,Gaming Mouse,Audio,260.93,2,521.86,2024-11-30 17:59:00,Asia,paypal
TXN_000174,CUST_4608,PROD_759,Bluetooth Speaker,Mobile,120.98,1,120.98,2024-03-13 10:43:00,Asia,google_pay
TXN_000175,CUST_1117,PROD_502,Smart Watch,Computing,326.13,2,652.26,2024-07-17 01:44:00,Europe,google_pay
TXN_000176,CUST_2163,PROD_948,Gaming Mouse,Electronics,95.44,4,381.76,2024-03-03 19:39:00,Asia,credit_card
TXN_000177,CUST_1964,PROD_152,Gaming Mouse,Mobile,348.56,3,1045.68,2024-10-25 03:49:00,Africa,apple_pay
TXN_000178,CUST_4750,PROD_920,Tablet,Mobile,199.5,2,399.0,2024-08-09 04:16:00,North America,credit_card
TXN_000179,CUST_2104,PROD_691,Gaming Mouse,Mobile,469.0,1,469.0,2024-08-05 19:19:00,Europe,google_pay
TXN_000180,CUST_1514,PROD_539,Smart Watch,Mobile,77.39,4,309.56,2024-11-20 15:26:00,South America,paypal
TXN_000181,CUST_6413,PROD_231,Phone Case,Audio,177.12,4,708.48,2024-12-26 05:37:00,Europe,apple_pay
TXN_000182,CUST_2160,PROD_751,Wireless Headphones,Audio,65.6,3,196.79999999999998,2024-04-10 12:51:00,North America,paypal
TXN_000183,CUST_9423,PROD_499,Keyboard,Computing,463.1,4,1852.4,2024-12-16 17:18:00,South America,google_pay
TXN_000184,CUST_4899,PROD_845,Gaming Mouse,Audio,439.9,4,1759.6,2024-03-11 13:33:00,South America,apple_pay
TXN_000185,CUST_5562,PROD_277,Smart Watch,Computing,136.39,4,545.56,2024-07-04 03:31:00,South America,apple_pay
TXN_000186,CUST_8953,PROD_512,Laptop,Mobile,333.39,4,1333.56,2024-10-29 14:12:00,Europe,credit_card
TXN_000187,CUST_4510,PROD_425,Phone Case,Computing,410.44,1,410.44,2024-08-10 15:36:00,North America,google_pay
TXN_000188,CUST_9834,PROD_629,Tablet,Computing,282.05,3,846.1500000000001,2024-11-06 01:05:00,Africa,paypal
TXN_000189,CUST_3167,PROD_262,Tablet,Accessories,269.53,2,539.06,2024-01-03 04:41:00,South America,apple_pay
TXN_000190,CUST_8744,PROD_547,Smart Watch,Computing,128.51,4,514.04,2024-09-10 02:38:00,Africa,apple_pay
TXN_000191,CUST_4981,PROD_336,Bluetooth Speaker,Mobile,55.62,1,55.62,2024-01-30 21:50:00,North America,paypal
TXN_000192,CUST_8749,PROD_201,Phone Case,Computing,449.64,3,1348.92,2024-11-13 10:54:00,Europe,apple_pay
TXN_000193,CUST_7669,PROD_827,Bluetooth Speaker,Accessories,451.2,2,902.4,2024-12-12 04:53:00,Africa,credit_card
TXN_000194,CUST_4119,PROD_920,Gaming Mouse,Mobile,320.22,3,960.6600000000001,2024-01-05 06:34:00,Africa,debit_card
TXN_000195,CUST_2545,PROD_229,Laptop,Computing,176.12,1,176.12,2024-12-04 14:10:00,Europe,apple_pay
TXN_000196,CUST_2588,PROD_616,Phone Case,Accessories,181.11,1,181.11,2024-02-21 04:07:00,Asia,debit_card
TXN_000197,CUST_8062,PROD_221,Bluetooth Speaker,Audio,365.72,1,365.72,2024-07-06 20:04:00,South America,debit_card
TXN_000198,CUST_6804,PROD_746,Bluetooth Speaker,Audio,449.58,4,1798.32,2024-10-19 01:40:00,Africa,paypal
TXN_000199,CUST_7939,PROD_690,Wireless Headphones,Computing,444.67,1,444.67,2024-05-20 11:46:00,South America,debit_card
TXN_000200,CUST_7735,PROD_903,Wireless Headphones,Electronics,392.14,2,784.28,2024-07-14 05:52:00,Europe,google_pay
TXN_000201,CUST_8651,PROD_501,Laptop,Accessories,324.6,4,1298.4,2024-06-05 23:17:00,North America,apple_pay
TXN_000202,CUST_1887,PROD_963,Keyboard,Audio,51.23,3,153.69,2024-08-01 22:11:00,South America,apple_pay
TXN_000203,CUST_2612,PROD_880,Phone Case,Audio,89.2,2,178.4,2024-03-18 01:06:00,Asia,debit_card
TXN_000204,CUST_1993,PROD_742,Wireless Headphones,Audio,450.29,4,1801.16,2024-07-19 10:27:00,Europe,debit_card
TXN_000205,CUST_7596,PROD_366,Wireless Headphones,Audio,307.15,1,307.15,2024-07-27 06:40:00,Africa,apple_pay
TXN_000206,CUST_6559,PROD_957,Gaming Mouse,Mobile,14.51,3,43.53,2024-04-30 19:13:00,North America,credit_card
TXN_000207,CUST_2790,PROD_666,Gaming Mouse,Audio,59.72,1,59.72,2024-12-13 11:02:00,Africa,google_pay
TXN_000208,CUST_5073,PROD_262,Gaming Mouse,Computing,335.12,2,670.24,2024-09-24 04:18:00,North America,debit_card
TXN_000209,CUST_4139,PROD_430,Smart Watch,Electronics,12.48,2,24.96,2024-04-06 23:08:00,Africa,credit_card
TXN_000210,CUST_4116,PROD_308,Wireless Headphones,Computing,88.8,4,355.2,2024-07-15 04:20:00,Europe,apple_pay
TXN_000211,CUST_9786,PROD_195,Smart Watch,Accessories,278.88,2,557.76,2024-05-03 21:34:00,Africa,debit_card
TXN_000212,CUST_8350,PROD_195,Gaming Mouse,Electronics,349.03,3,1047.09,2024-02-16 08:00:00,Europe,apple_pay
TXN_000213,CUST_3296,PROD_126,Phone Case,Audio,329.46,4,1317.84,2024-04-30 01:41:00,Africa,apple_pay
TXN_000214,CUST_7912,PROD_547,Smart Watch,Audio,119.89,3,359.67,2024-09-10 10:20:00,Africa,paypal
TXN_000215,CUST_4006,PROD_111,Smart Watch,Audio,358.97,1,358.97,2024-10-31 16:53:00,North America,apple_pay
TXN_000216,CUST_5563,PROD_743,Phone Case,Computing,126.25,3,378.75,2024-05-25 02:43:00,Africa,apple_pay
